,RK,Player,Team,,,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
129,128,"Perez, R",CLE,,547379,C,14,28,6,10,2,0,1,9,7,8,0,0,.357,.486,.536,1.022,0,1,0,1,15,3,1,9,3,3.00,107,37
130,128,"Valencia, D",TOR,,502143,LF,18,42,6,15,1,1,3,9,2,9,1,0,.357,.386,.643,1.029,0,0,0,0,27,5,0,9,9,1.00,83,44
131,132,"Sogard, E",OAK,,519299,2B,22,62,9,22,7,1,0,7,3,6,1,0,.355,.379,.500,.879,0,0,0,1,31,8,2,19,18,1.06,126,66
132,133,"Bird, G",NYY,,595885,1B,13,17,4,6,3,0,1,4,2,3,0,0,.353,.421,.706,1.127,0,0,0,0,12,4,0,2,6,0.33,36,19
133,134,"Navarro, E",LAA,,519068,1B,27,54,3,19,3,0,0,7,5,9,1,3,.352,.407,.407,.814,0,0,0,0,22,3,0,19,7,2.71,124,59
134,134,"Zunino, M",SEA,,572287,C,21,54,11,19,6,0,7,14,7,14,0,1,.352,.435,.852,1.287,0,1,0,0,46,13,0,10,11,0.91,219,62
135,136,"Bourn, M",CLE,,456422,CF,19,57,8,20,3,0,1,4,4,11,0,1,.351,.393,.456,.850,0,0,0,0,26,4,1,13,14,0.93,113,61
136,137,"McCann, J",DET,,543510,C,21,46,4,16,4,0,0,3,3,7,0,0,.348,.388,.435,.823,0,0,0,0,20,4,4,16,11,1.45,78,49
137,138,"Ackley, D",SEA,,554429,LF,20,49,8,17,4,1,1,11,4,6,0,0,.347,.407,.531,.938,0,1,0,0,26,6,2,15,13,1.15,165,54
138,139,"Kawasaki, M",TOR,,493128,2B,24,26,5,9,3,1,0,2,6,2,0,0,.346,.485,.538,1.023,0,1,0,0,14,4,2,11,6,1.83,71,33
139,140,"Cabrera, M",DET,,408234,1B,11,29,6,10,2,0,3,8,4,9,0,0,.345,.412,.724,1.136,0,0,0,1,21,5,0,6,5,1.20,75,34
140,140,"Fields, D",DET,,571665,CF,14,29,4,10,3,0,2,5,2,8,2,0,.345,.394,.655,1.049,0,1,0,1,19,5,0,1,11,0.09,57,33
141,140,"Zobrist, B",OAK,,450314,2B,21,58,10,20,7,1,1,15,5,2,0,0,.345,.385,.552,.936,0,0,0,2,32,9,0,23,15,1.53,126,65
142,143,"Cowgill, C",LAA,,518577,LF,25,61,13,21,8,1,1,7,5,8,4,0,.344,.394,.557,.951,0,0,0,0,34,10,1,21,12,1.75,134,66
143,143,"Escobar, E",MIN,,500871,SS,18,61,11,21,5,0,4,20,0,8,0,0,.344,.339,.623,.962,0,0,0,1,38,9,1,17,17,1.00,85,62
144,145,"Alvarez, D",BAL,,645848,RF,21,35,10,12,1,1,2,7,2,3,0,0,.343,.395,.600,.995,0,1,0,0,21,4,0,11,9,1.22,54,38
145,146,"Suzuki, K",MIN,,435559,C,16,41,5,14,3,1,0,3,3,4,0,0,.341,.386,.463,.850,0,0,0,0,19,4,1,11,13,0.85,61,44
146,147,"Fielder, P",TEX,,425902,DH,17,44,4,15,2,0,1,7,1,2,0,0,.341,.356,.455,.810,0,0,0,0,20,3,1,17,11,1.55,134,45
147,148,"Peguero, C",TEX,,451713,LF,21,47,8,16,5,0,1,5,4,18,1,1,.340,.415,.511,.926,0,2,0,0,24,6,0,5,8,0.63,195,53
148,148,"Reimold, N",BAL,,460099,RF,24,47,7,16,1,0,2,9,8,8,2,0,.340,.439,.489,.928,0,1,0,1,23,3,1,13,12,1.08,99,57
149,150,"Johnson, M",CWS,,608672,2B,22,59,12,20,3,1,1,6,5,14,3,1,.339,.391,.475,.865,0,0,0,0,28,5,0,21,4,5.25,141,64
150,151,"Shuck, J",CWS,,543776,RF,26,62,7,21,6,0,0,5,5,10,5,1,.339,.388,.435,.824,0,0,1,0,27,6,0,21,11,1.91,146,68
151,152,"Altuve, J",HOU,,514888,2B,16,51,5,17,5,0,0,5,2,5,3,0,.333,.358,.431,.790,0,0,0,0,22,5,0,13,16,0.81,80,53
152,152,"Andrus, E",TEX,,462101,SS,16,42,4,14,2,2,1,6,3,5,1,1,.333,.370,.548,.917,0,0,0,1,23,5,0,16,8,2.00,140,46
153,152,"Aviles, M",CLE,,449107,LF,17,48,5,16,0,0,0,2,1,1,2,1,.333,.353,.333,.686,0,1,0,1,16,0,1,19,14,1.36,76,51
154,152,"Bonilla, L",SEA,,468381,3B,10,9,5,3,0,0,1,1,1,2,0,0,.333,.400,.667,1.067,0,0,0,0,6,1,0,3,1,3.00,31,10
155,152,"Boscan, J",KC,,400268,C,11,15,1,5,0,0,0,1,1,0,0,0,.333,.375,.333,.708,0,0,0,0,5,0,2,9,3,3.00,40,16
